,lect_name,prof_name,lect_room,lect_time,lect_time_numbered,lect_onoff,lect_domain,credit
76,생명과학1,임화선,['85713'],"화09:00-10:15, 목10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
77,생명과학1,조홍백,['85713'],"화10:30-11:45, 목09:00-10:15","['화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32', '목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
78,생명과학1,존아임스,['85713'],"화12:00-13:15, 목13:30-14:45","['화36', '화37', '화38', '화39', '화40', '화41', '화42', '화43', '화44', '화45', '화46', '화47', '화48', '화49', '화50', '목54', '목55', '목56', '목57', '목58', '목59', '목60', '목61', '목62', '목63', '목64', '목65', '목66', '목67', '목68']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
79,생명과학1,이석희,['51155'],"화13:30-14:45, 목12:00-13:15","['화54', '화55', '화56', '화57', '화58', '화59', '화60', '화61', '화62', '화63', '화64', '화65', '화66', '화67', '화68', '목36', '목37', '목38', '목39', '목40', '목41', '목42', '목43', '목44', '목45', '목46', '목47', '목48', '목49', '목50']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
80,생명과학2,권재영,['26223'],"월12:00-13:15, 수13:30-14:45","['월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45', '월46', '월47', '월48', '월49', '월50', '수54', '수55', '수56', '수57', '수58', '수59', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
81,생명과학실험1,이상호,['32162A'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
82,생명과학실험1,임화선,['32162A'],"화13:00-13:50, 화14:00-14:50","['화48', '화49', '화50', '화51', '화52', '화53', '화54', '화55', '화56', '화57', '화60', '화61', '화62', '화63', '화64', '화65', '화66', '화67', '화68', '화69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
83,생명과학실험1,박석희,['32162A'],"목11:00-11:50, 목12:00-12:50","['목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32', '목33', '목36', '목37', '목38', '목39', '목40', '목41', '목42', '목43', '목44', '목45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
84,생명과학실험1,정수명,['32162A'],"수11:00-11:50, 수12:00-12:50","['수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32', '수33', '수36', '수37', '수38', '수39', '수40', '수41', '수42', '수43', '수44', '수45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
85,선형대수학,최우철,['51308'],"화09:00-10:15, 목10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
86,선형대수학,허석문,['51155'],"화10:30-11:45, 목09:00-10:15","['화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32', '목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
87,선형대수학,김장수,['51308'],"화15:00-16:15, 목16:30-17:45","['화72', '화73', '화74', '화75', '화76', '화77', '화78', '화79', '화80', '화81', '화82', '화83', '화84', '화85', '화86', '목90', '목91', '목92', '목93', '목94', '목95', '목96', '목97', '목98', '목99', '목100', '목101', '목102', '목103', '목104']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
88,선형대수학,정윤모,['85718'],"화16:30-17:45, 목15:00-16:15","['화90', '화91', '화92', '화93', '화94', '화95', '화96', '화97', '화98', '화99', '화100', '화101', '화102', '화103', '화104', '목72', '목73', '목74', '목75', '목76', '목77', '목78', '목79', '목80', '목81', '목82', '목83', '목84', '목85', '목86']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
89,심리학입문,이경성,['85718'],"월12:00-13:15, 수13:30-14:45","['월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45', '월46', '월47', '월48', '월49', '월50', '수54', '수55', '수56', '수57', '수58', '수59', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68']",오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
90,이산수학,조나단액스텔,['85613'],"화15:00-16:15, 목16:30-17:45","['화72', '화73', '화74', '화75', '화76', '화77', '화78', '화79', '화80', '화81', '화82', '화83', '화84', '화85', '화86', '목90', '목91', '목92', '목93', '목94', '목95', '목96', '목97', '목98', '목99', '목100', '목101', '목102', '목103', '목104']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
91,이산수학,조나단액스텔,['85613'],"화16:30-17:45, 목15:00-16:15","['화90', '화91', '화92', '화93', '화94', '화95', '화96', '화97', '화98', '화99', '화100', '화101', '화102', '화103', '화104', '목72', '목73', '목74', '목75', '목76', '목77', '목78', '목79', '목80', '목81', '목82', '목83', '목84', '목85', '목86']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
92,이산수학,킨카찬드라다스,['32255'],"화12:00-13:15, 목13:30-14:45","['화36', '화37', '화38', '화39', '화40', '화41', '화42', '화43', '화44', '화45', '화46', '화47', '화48', '화49', '화50', '목54', '목55', '목56', '목57', '목58', '목59', '목60', '목61', '목62', '목63', '목64', '목65', '목66', '목67', '목68']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
93,이산수학,루이스사이몬,['85713'],"금09:00-10:15, 금10:30-11:45","['금0', '금1', '금2', '금3', '금4', '금5', '금6', '금7', '금8', '금9', '금10', '금11', '금12', '금13', '금14', '금18', '금19', '금20', '금21', '금22', '금23', '금24', '금25', '금26', '금27', '금28', '금29', '금30', '금31', '금32']","온-오프[오프라인+강의저장,Real Time Streaming]","['인문사회과학/자연과학기반', '기초자연과학']",3
94,일반물리학1,안종열,['51308'],"월09:00-10:15, 수10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",온라인[사전제작],"['인문사회과학/자연과학기반', '기초자연과학']",3
95,일반물리학1,강원남,['51308'],"월10:30-11:45, 수09:00-10:15","['월18', '월19', '월20', '월21', '월22', '월23', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
96,일반물리학1,정동근,['51155'],"월12:00-13:15, 수13:30-14:45","['월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45', '월46', '월47', '월48', '월49', '월50', '수54', '수55', '수56', '수57', '수58', '수59', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
97,일반물리학1,오필열,['51155'],"월13:30-14:45, 수12:00-13:15","['월54', '월55', '월56', '월57', '월58', '월59', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '수36', '수37', '수38', '수39', '수40', '수41', '수42', '수43', '수44', '수45', '수46', '수47', '수48', '수49', '수50']",온-오프[오프라인+강의저장],"['인문사회과학/자연과학기반', '기초자연과학']",3
98,일반물리학2,강대준,['51308'],"화13:30-14:45, 목12:00-13:15","['화54', '화55', '화56', '화57', '화58', '화59', '화60', '화61', '화62', '화63', '화64', '화65', '화66', '화67', '화68', '목36', '목37', '목38', '목39', '목40', '목41', '목42', '목43', '목44', '목45', '목46', '목47', '목48', '목49', '목50']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
99,일반물리학2,랍라하예,['85713'],"월09:00-10:15, 수10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반', '기초자연과학']",3
100,일반물리학실험1,유인태,['31252'],"월11:00-11:50, 월12:00-12:50","['월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33', '월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
101,일반물리학실험1,채경육,['31255'],"월11:00-11:50, 월12:00-12:50","['월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33', '월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
102,일반물리학실험1,유인태,['31252'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
103,일반물리학실험1,안종열,['31255'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
104,일반화학1,타탄프렘쿠마르,['330102'],"월09:00-10:15, 수10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
105,일반화학1,윤승수,['330102'],"월10:30-11:45, 수09:00-10:15","['월18', '월19', '월20', '월21', '월22', '월23', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
106,일반화학1,손성욱,['330102'],"월12:00-13:15, 수13:30-14:45","['월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45', '월46', '월47', '월48', '월49', '월50', '수54', '수55', '수56', '수57', '수58', '수59', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
107,일반화학1,이효영,['330102'],"월13:30-14:45, 수12:00-13:15","['월54', '월55', '월56', '월57', '월58', '월59', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '수36', '수37', '수38', '수39', '수40', '수41', '수42', '수43', '수44', '수45', '수46', '수47', '수48', '수49', '수50']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
108,일반화학2,윤완수,['330102'],"화10:30-11:45, 목09:00-10:15","['화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32', '목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
109,일반화학실험1,김성규,['32201'],"월11:00-11:50, 월12:00-12:50","['월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33', '월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
110,일반화학실험1,김태연,['32251'],"월11:00-11:50, 월12:00-12:50","['월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33', '월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
111,일반화학실험1,박성호,['32201'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
112,일반화학실험1,김태연,['32251'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인문사회과학/자연과학기반(실습)', '기초자연과학(실습)']",1
113,확률및통계,정민영,['21502'],"월09:00-10:15, 수10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
114,확률및통계,최효정,['21534'],"월10:30-11:45, 수09:00-10:15","['월18', '월19', '월20', '월21', '월22', '월23', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14']",온-오프[오프라인+강의저장],"['인문사회과학/자연과학기반', '기초자연과학']",3
115,확률및통계,이태진,['21534'],"화12:00-13:15, 목13:30-14:45","['화36', '화37', '화38', '화39', '화40', '화41', '화42', '화43', '화44', '화45', '화46', '화47', '화48', '화49', '화50', '목54', '목55', '목56', '목57', '목58', '목59', '목60', '목61', '목62', '목63', '목64', '목65', '목66', '목67', '목68']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
116,확률및통계,최계원,['22110'],"화13:30-14:45, 목12:00-13:15","['화54', '화55', '화56', '화57', '화58', '화59', '화60', '화61', '화62', '화63', '화64', '화65', '화66', '화67', '화68', '목36', '목37', '목38', '목39', '목40', '목41', '목42', '목43', '목44', '목45', '목46', '목47', '목48', '목49', '목50']",오프라인,"['인문사회과학/자연과학기반', '기초자연과학']",3
117,MBSR명상,손나리,['05304'],"화09:00-10:15, 화10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인간/문화', '인간/문화의이해']",3
118,노벨문학상과인문융합,홍성호,['미지정'],"화16:30-17:45, 목15:00-16:15","['화90', '화91', '화92', '화93', '화94', '화95', '화96', '화97', '화98', '화99', '화100', '화101', '화102', '화103', '화104', '목72', '목73', '목74', '목75', '목76', '목77', '목78', '목79', '목80', '목81', '목82', '목83', '목84', '목85', '목86']",온라인[사전제작],"['인간/문화', '인간/문화의이해']",3
119,대중음악의이해,조원주,['85602'],"화09:00-10:15, 화10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32']",오프라인,"['인간/문화', '인간/문화의이해']",3
120,동아시아의상호소통과한자문명,임영길,['26508'],"화09:00-10:15, 목10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",오프라인,"['인간/문화', '인간/문화의이해']",3
121,뮤지컬과오페라,전지성,['85602'],"수09:00-10:15, 수10:30-11:45","['수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",오프라인,"['인간/문화', '인간/문화의이해']",3
122,북유럽신화의이해,홍미경,['미지정'],"금09:00-10:15, 금10:30-11:45","['금0', '금1', '금2', '금3', '금4', '금5', '금6', '금7', '금8', '금9', '금10', '금11', '금12', '금13', '금14', '금18', '금19', '금20', '금21', '금22', '금23', '금24', '금25', '금26', '금27', '금28', '금29', '금30', '금31', '금32']",온라인[사전제작],"['인간/문화', '인간/문화의이해']",3
123,성의심리학,이경성,['85718'],"월13:30-14:45, 수12:00-13:15","['월54', '월55', '월56', '월57', '월58', '월59', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '수36', '수37', '수38', '수39', '수40', '수41', '수42', '수43', '수44', '수45', '수46', '수47', '수48', '수49', '수50']",오프라인,"['인간/문화', '인간/문화의이해']",3
124,아동의심리와교육,최현희,['26515'],"목09:00-10:15, 목10:30-11:45","['목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",오프라인,"['인간/문화', '인간/문화의이해']",3
125,윤리학,조정옥,['51308'],"수18:00-19:15, 수19:30-20:45","['수108', '수109', '수110', '수111', '수112', '수113', '수114', '수115', '수116', '수117', '수118', '수119', '수120', '수121', '수122', '수126', '수127', '수128', '수129', '수130', '수131', '수132', '수133', '수134', '수135', '수136', '수137', '수138', '수139', '수140']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['인간/문화', '인간/문화의이해']",3
126,종교와유럽문화,박규현,['26509'],"화09:00-10:15, 화10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32']",오프라인,"['인간/문화', '인간/문화의이해']",3
127,공학경제,이명용,['26421'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",온라인[사전제작],"['사회/역사', '사회/역사의이해']",3
128,사회과학고전읽기,장준혁,['51205'],"금15:00-16:15, 금16:30-17:45","['금72', '금73', '금74', '금75', '금76', '금77', '금78', '금79', '금80', '금81', '금82', '금83', '금84', '금85', '금86', '금90', '금91', '금92', '금93', '금94', '금95', '금96', '금97', '금98', '금99', '금100', '금101', '금102', '금103', '금104']",오프라인,"['사회/역사', '사회/역사의이해']",3
129,소비와윤리,윤명애,['미지정'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",온라인[사전제작],"['사회/역사', '사회/역사의이해']",3
130,인간과토지의문명사,박은영,['22302'],"화09:00-10:15, 화10:30-11:45","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화10', '화11', '화12', '화13', '화14', '화18', '화19', '화20', '화21', '화22', '화23', '화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['사회/역사', '사회/역사의이해']",3
131,한국경제의이해,이성주,['85702'],"목09:00-10:15, 목10:30-11:45","['목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",오프라인,"['사회/역사', '사회/역사의이해']",3
132,한국사개설,이동화,['26515'],"월12:00-13:15, 수13:30-14:45","['월36', '월37', '월38', '월39', '월40', '월41', '월42', '월43', '월44', '월45', '월46', '월47', '월48', '월49', '월50', '수54', '수55', '수56', '수57', '수58', '수59', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68']",오프라인,"['사회/역사', '사회/역사의이해']",3
133,한국역사의이해,조운아,['27530'],"월10:00-10:50, 월11:00-11:50","['월12', '월13', '월14', '월15', '월16', '월17', '월18', '월19', '월20', '월21', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33']",오프라인,"['사회/역사', '사회/역사의이해']",2
134,현대가족의이해,전보영,['85602'],"월09:00-10:15, 월10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '월18', '월19', '월20', '월21', '월22', '월23', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32']",오프라인,"['사회/역사', '사회/역사의이해']",3
135,현대동아시아정치경제변동,다니엘종스베켄디크,['85712'],"월09:00-10:15, 월10:30-11:45","['월0', '월1', '월2', '월3', '월4', '월5', '월6', '월7', '월8', '월9', '월10', '월11', '월12', '월13', '월14', '월18', '월19', '월20', '월21', '월22', '월23', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32']",오프라인,"['사회/역사', '사회/역사의이해']",3
136,현대사회와법,손명지,['미지정'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",온라인[사전제작],"['사회/역사', '사회/역사의이해']",3
137,현대한국정치의쟁점,장무후이,['26515'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",오프라인,"['사회/역사', '사회/역사의이해']",3
138,4차산업혁명과과학문화,이윤경,['85718'],"목09:00-10:15, 목10:30-11:45","['목0', '목1', '목2', '목3', '목4', '목5', '목6', '목7', '목8', '목9', '목10', '목11', '목12', '목13', '목14', '목18', '목19', '목20', '목21', '목22', '목23', '목24', '목25', '목26', '목27', '목28', '목29', '목30', '목31', '목32']",오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
139,과학기술과창업경영,정원국,['85602'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",온-오프[오프라인+강의저장],"['자연/과학/기술', '자연/과학/기술의이해']",3
140,과학기술산업화의역사,정원국,['미지정'],"금09:00-10:15, 금10:30-11:45","['금0', '금1', '금2', '금3', '금4', '금5', '금6', '금7', '금8', '금9', '금10', '금11', '금12', '금13', '금14', '금18', '금19', '금20', '금21', '금22', '금23', '금24', '금25', '금26', '금27', '금28', '금29', '금30', '금31', '금32']",온라인[사전제작],"['자연/과학/기술', '자연/과학/기술의이해']",3
141,생명과음식의과학,박기문,['61208'],"수09:00-10:15, 수10:30-11:45","['수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
142,암의과학,이충은,['51155'],"금12:00-13:15, 금13:30-14:45","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금46', '금47', '금48', '금49', '금50', '금54', '금55', '금56', '금57', '금58', '금59', '금60', '금61', '금62', '금63', '금64', '금65', '금66', '금67', '금68']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['자연/과학/기술', '자연/과학/기술의이해']",3
143,지속가능성을위한수학적모델링,나다나엘가르얀토,['85713'],"금15:00-16:15, 금16:30-17:45","['금72', '금73', '금74', '금75', '금76', '금77', '금78', '금79', '금80', '금81', '금82', '금83', '금84', '금85', '금86', '금90', '금91', '금92', '금93', '금94', '금95', '금96', '금97', '금98', '금99', '금100', '금101', '금102', '금103', '금104']",글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming,"['자연/과학/기술', '자연/과학/기술의이해']",3
144,지속가능에너지화학,손용근,['85718'],"월15:00-16:15, 수16:30-17:45","['월72', '월73', '월74', '월75', '월76', '월77', '월78', '월79', '월80', '월81', '월82', '월83', '월84', '월85', '월86', '수90', '수91', '수92', '수93', '수94', '수95', '수96', '수97', '수98', '수99', '수100', '수101', '수102', '수103', '수104']",오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
145,테크놀러지의철학적이해,민현준,['26509'],"수09:00-10:15, 수10:30-11:45","['수0', '수1', '수2', '수3', '수4', '수5', '수6', '수7', '수8', '수9', '수10', '수11', '수12', '수13', '수14', '수18', '수19', '수20', '수21', '수22', '수23', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32']",오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
